전체 순번,청구 회차,NO,Voyage No,SUBJECT,INVOICE NUMBER,INVOICE DATE,INVOICE DATE_YEAR_MONTH,COST MAIN,COST CENTER A,COST CENTER B,PRICE CENTER,AGENCY_FEE_FOR_CARGO_CLEARANCE_AMOUNT,AGENCY_FEE_FOR_BERTHING_ARRANGEMENT_AMOUNT,AGENCY_FEE_FOR_FW_SUPPLY_ARRANGEMENT_AMOUNT,AGENCY_FOR_ARRANGEMENT_PTW_AMOUNT,YARD_AMOUNT,OFCO_HANDLING_FEE_AMOUNT,SUPPLY_WATER_5001IG_AMOUNT,FORKLIFT_HIRE_CHARGE_AMOUNT,FORKLIFT_MOB_DE_MOB_CHARGE_AMOUNT,CONSUMABLES_AMOUNT,DIESEL_VESSEL_AMOUNT,DOCUMENT_PROCESSING_CHARGE_AMOUNT,BULK_MATERIAL_SOLIDS_A_PARCEL_SIZE_0_10_001_TONS_DIRECT_DELIVERY_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_14_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_15_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_16_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_19_AMOUNT,PEC_CHANGES_AMOUNT,ANCHORAGE_FEES_FOR_NON_CARGO_VESSELS_AMOUNT,CHANNEL_TRANSIT_CROSSING_REQUEST_AMOUNT,CHANNEL_CROSSING_CHARGES_FOR_VESSELS_WITH_1000_TO_3_001_GT_AMOUNT,GENERAL_WASTE_SERVICE_AMOUNT,PORT_DUES_FOR_VESSELS_WITH_ABOVE_1_000_UP_TO_3_001GT_AMOUNT,BUNKERING_LUBE_OIL_SLUDGE_SULPHUR_BILGE_TRANSFER_BUNKERING_PERMIT_AMOUNT,PORT_DUE_CARGO_AMOUNT,WASTE_HANDLING_AMOUNT,BERTHING_SHIFTING_AMOUNT,PILOTAGE_AMOUNT,PILOT_LAUNCH_AMOUNT,GENERAL_CARGO_AMOUNT,GATE_PASS_AMOUNT,PORT_DUE_AMOUNT,WASTE_HANDLING2_AMOUNT,BUNKERING_AMOUNT,HEAVY_LIFT_20FRT_PROJECT_AMOUNT,MANPOWER_RIGGER_AMOUNT,MANPOWER_BANKSMAN_AMOUNT,MANPOWER_FOREMAN_AMOUNT,MANPOWER_SUPERVISOR_AMOUNT,EQUIPMENT_75TON_CRANE_AMOUNT,EQUIPMENT_100TON_CRAN_AMOUNT,EQUIPMENT_150TON_CRANE_AMOUNT,EQUIPMENT_SPREAD_AMOUNT,OTHERS_AMOUNT,TOTAL_AMOUNT
929,12,40,2504055490_HVDC-DAS-J71,Thirdparty Spreader Beam 30T on 17-Aug-2025 Working from 08.00 hrs to 19.00hrs ..11 hrs for Cargo Loading Ops (AED 3000 Day),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,SPREAD BEAM,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.99,0.0,2999.99
930,12,41,2504055490_HVDC-DAS-J71,OFCO 10% Handling Fees,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,PORT HANDLING CHARGE,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,300.01,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.01
931,12,42,2504055490_HVDC-DAS-J71,Forklift charges for 15T on 17-Aug- 2025 Working from 10.00 hrs to 16.00hrs ..6 hrs for Cargo loading Ops (AED 375/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,AT COST,AT COST,AT COST(FORKLIFT),FORKLIFT,0.0,0,0,0.0,0.0,0.0,0.0,2249.99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.99
932,12,43,2504055490_HVDC-DAS-J71,Manpower Charges for 1 Supervisor on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED147/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Supervisor,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1764.12,0.0,0.0,0.0,0.0,0.0,1764.12
933,12,44,2504055490_HVDC-DAS-J71,Manpower Charges for 1 Foreman on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED 62/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Foreman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,743.9,0.0,0.0,0.0,0.0,0.0,0.0,743.9
934,12,45,2504055490_HVDC-DAS-J71,Manpower Charges for 1 Banksman on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED 62/hr ),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Banksman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,743.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.9
935,12,46,2504055490_HVDC-DAS-J71,Manpower Charges for 5 Riggers on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED 45/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,RIGGER,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2699.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.29
936,12,47,2504055490_HVDC-DAS-J71,Thirdparty 75T Crane charges on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED 3000/-),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,75TON CRANE,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2999.99,0.0,0.0,0.0,0.0,2999.99
937,12,48,2504055490_HVDC-DAS-J71,Thirdparty Spreader Beam 30T on 17-Aug-2025 Working from 08.00 hrs to 19.00hrs ..12 hrs for Cargo Loading Ops (AED 3000),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,SPREAD BEAM,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.99,0.0,2999.99
938,12,49,2504055490_HVDC-DAS-J71,40Ft Flatbed Trailer charges for 3 nos on 17-Aug-2025 Working from 07.00 hrs to 19.00hrs ..12 hrs for Cargo loading Ops (AED 1100/- Per unit),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,OTHERS,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.96,3299.96
939,12,50,2504055490_HVDC-DAS-J71,OFCO 10% Handling Fees,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,PORT HANDLING CHARGE,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,929.99,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.99
940,12,51,2504055490_HVDC-DAS-J71,Manpower Charges for 1 Foreman on 18-Aug-2025 Working from 08.00 hrs to 09.00hrs ..1 hrs for Cargo loading Ops (AED 62/hr-Min 4 hrs),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Foreman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,247.97,0.0,0.0,0.0,0.0,0.0,0.0,247.97
941,12,52,2504055490_HVDC-DAS-J71,Manpower Charges for 4 Riggers on 18-Aug-2025 Working from 08.00 hrs to 09.00hrs ..1 hrs for Cargo loading Ops (AED 45/hr-Min 4 hrs),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,RIGGER,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,719.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.81
942,12,53,2504055490_HVDC-DAS-J71,Forklift charges for 15T on 18-Aug- 2025 Working from 08.00 hrs to 09.00hrs ..1 hrs for (Min 4hrs) Cargo loading Ops (AED 375/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,AT COST,AT COST,AT COST(FORKLIFT),FORKLIFT,0.0,0,0,0.0,0.0,0.0,0.0,1500.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
943,12,54,2504055581_HVDC-AGI-009,SAFEEN INV-70924 - Berthing & Unberthing Charges- th Trip - Rot# 2504055581,OFCO-INV-0002092,2025-12-15,2026-12-25,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL_CROSSING_CHARGES_FOR_VESSELS_WITH_1000_TO_3_001_GT,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,640,1500.0,4000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0
944,12,55,2504055581_HVDC-AGI-009,ADP INV-71182 - Port Dues & Services,OFCO-INV-0002092,2025-12-15,2026-12-25,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT_DUES_FOR_VESSELS_WITH_ABOVE_1_000_UP_TO_3_001GT,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,2500.0,0,0,300,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0
945,12,56,2504055581_HVDC-AGI-009,ADP INV04250908806 - PHC - st Trip,OFCO-INV-0002092,2025-12-15,2026-12-25,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK_MATERIAL_SOLIDS_A_PARCEL_SIZE_0_10_001_TONS_DIRECT_DELIVERY,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,7454.19,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7489.19
946,12,57,2504055581_HVDC-AGI-009,ADP INV04250808451 - PHC - st Trip,OFCO-INV-0002092,2025-12-15,2026-12-25,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK_MATERIAL_SOLIDS_A_PARCEL_SIZE_0_10_001_TONS_DIRECT_DELIVERY,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,345.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0
947,12,58,2504055581_HVDC-AGI-009,ADP INV04250908805 - PHC - st Trip,OFCO-INV-0002092,2025-12-15,2026-12-25,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK_MATERIAL_SOLIDS_A_PARCEL_SIZE_0_10_001_TONS_DIRECT_DELIVERY,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,132.86,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.86
948,12,59,2504055581_HVDC-AGI-009,OFCO Handling Fees -port charges Rot# 2504055581,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,PORT HANDLING CHARGE,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,1697.72,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.72
949,12,60,2504055581_HVDC-AGI-009,Agency fee: Berthing Arrangement/ Channel Transit Permission / Pilot Arrangement-Rot#2504055581,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
950,12,61,2504055581_HVDC-AGI-009,Agency fee: Cargo Manifest Clearnace - Rot#2504055581,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,1000.02,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.02
951,12,62,2504055581_HVDC-AGI-009,Supply of 5000 IG FW on 22/08/2025,OFCO-INV-0002092,2025-12-15,2026-12-25,AT COST,AT COST,AT COST(WATER SUPPLY),SUPPLY WATER 5000IG,0.0,0,0,0.0,0.0,0.0,454.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.58
952,12,63,2504055581_HVDC-AGI-009,Agency fee: Arranging FW Supply on 22/08/2025,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,CONTRACT,AF FOR FW SA,AGENCY_FEE_FOR_FW_SUPPLY_ARRANGEMENT,0.0,0,200,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
953,12,64,2504055581_HVDC-AGI-009,Manpower Charges for 1 Supervisor on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED147/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Supervisor,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1911.13,0.0,0.0,0.0,0.0,0.0,1911.13
954,12,65,2504055581_HVDC-AGI-009,Manpower Charges for 1 Foreman on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 62/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Foreman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,805.89,0.0,0.0,0.0,0.0,0.0,0.0,805.89
955,12,66,2504055581_HVDC-AGI-009,Manpower Charges for 1 Banksman on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 62/hr ),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Banksman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,805.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.89
956,12,67,2504055581_HVDC-AGI-009,Manpower Charges for 5 Riggers on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 45/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,RIGGER,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2924.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924.23
957,12,68,2504055581_HVDC-AGI-009,Equipment charges for 150T OFCO Crane on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 850/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,150TON CRANE,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11050.0,0.0,0.0,0.0,0.0,11050.0
958,12,69,2504055581_HVDC-AGI-009,Manpower Charges for 1 Supervisor on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED147/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Supervisor,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1911.13,0.0,0.0,0.0,0.0,0.0,1911.13
959,12,70,2504055581_HVDC-AGI-009,Manpower Charges for 1 Foreman on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 62/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Foreman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,805.89,0.0,0.0,0.0,0.0,0.0,0.0,805.89
960,12,71,2504055581_HVDC-AGI-009,Manpower Charges for 1 Banksman on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 62/hr ),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Banksman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,805.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.89
961,12,72,2504055581_HVDC-AGI-009,Manpower Charges for 5 Riggers on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 45/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,RIGGER,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2924.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924.23
962,12,73,2504055581_HVDC-AGI-009,Thirdparty 75T Crane charges on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 3000/-),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,75TON CRANE,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2999.99,0.0,0.0,0.0,0.0,2999.99
963,12,74,2504055581_HVDC-AGI-009,40Ft Flatbed Trailer charges for 3 nos on 22-Aug-2025 Working from 07.00 hrs to 20.00hrs ..13 hrs for Cargo Loading Ops (AED 1100/- Per unit),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,OTHERS,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.96,3299.96
964,12,75,2504055581_HVDC-AGI-009,OFCO 10% Handling Fees,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,PORT HANDLING CHARGE,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,630.02,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.02
965,12,76,2504055581_HVDC-AGI-009,Forklift charges for 15T on 22-Aug- 2025 Working from 07.00 hrs to 19.30hrs ..12.5 hrs for Cargo loading Ops (AED 375/hr),OFCO-INV-0002092,2025-12-15,2026-12-25,AT COST,AT COST,AT COST(FORKLIFT),FORKLIFT,0.0,0,0,0.0,0.0,0.0,0.0,4687.51,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4687.51
966,12,77,2504055581_HVDC-AGI-009,Thirdparty Spreader Beam 30T on 22-Aug-2025 to 26-Aug-2025 = 5 Days (AED 3000/Per Unit/Per day),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,SPREAD BEAM,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14999.96,0.0,14999.96
967,12,78,2504055581_HVDC-AGI-009,Thirdparty Lifting Gears( 10M-25ton Wire ropes 4 no) on 22-Aug-2025 to 26-Aug-2025 = 5 Days (AED 3000/Per Unit/Per day),OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,OTHERS,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14999.96,14999.96
968,12,79,2504055581_HVDC-AGI-009,OFCO 10% Handling Fees,OFCO-INV-0002092,2025-12-15,2026-12-25,CONTRACT,PORT HANDLING CHARGE,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,2999.99,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.99
