NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
292,HVDC-ADOPT-SEI-0015,5000684244,607-3633 0464,Sumitomo,400kV HVDC Cable System,Osaka,Abu Dhabi Airport,A,2024-11-12,2024-11-12,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2024-11-12,45608.0,,,2024-11-14,36.0,0.385,0,
293,HVDC-ADOPT-SIM-0021,SCT-19LT-PRC-PO-004,DXB00004267,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-13,2024-11-13,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-14,45610.0,,,2025-01-02,14855.0,39.544,0,
294,HVDC-ADOPT-SIM-0025,SCT-19LT-PRC-PO-004,DXB00004269,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-13,2024-11-13,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-11-15,45611.0,,2024-12-26,2024-11-20,30266.0,249.697,0,
295,HVDC-ADOPT-SIM-0018,4510197417,SLHRS0001262,Siemens,400kV and 132kV New Converter GIS,Nottingham,Khalifa port,C,2024-11-13,2024-11-13,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-11-18,45614.0,,2024-12-29,2024-12-23,7059.45,6.22,0,
296,HVDC-ADOPT-SIM-0030,SCT-19LT-PRC-PO-005,607-3538 2771,Siemens,400kV and 132kV New Converter GIS,Frankfurt,Abu Dhabi Airport,A,2024-11-13,2024-11-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-11-13,45609.0,,,2024-11-14,1840.0,8.8,0,
297,HVDC-ADOPT-HE-0214,4572116646,GOT36800182,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-11-15,45611.0,,,,36885.0,71.04,0,
298,HVDC-ADOPT-SIM-0019-A,SCT-19LT-PRC-PO-004,DXB00004268,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-20,45616.0,,,2025-02-21,44005.0,483.5,0,
299,HVDC-ADOPT-SIM-0019-B,SCT-19LT-PRC-PO-004,DXB00004268,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-20,45616.0,,,2025-02-21,36915.0,392.911,0,
300,HVDC-ADOPT-SIM-0019-C,SCT-19LT-PRC-PO-004,DXB00004268,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-20,45616.0,,,2025-02-21,45200.0,359.723,0,
301,HVDC-ADOPT-SIM-0019-D,SCT-19LT-PRC-PO-004,DXB00004268,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-20,45616.0,,,2025-02-21,30179.05,229.504,0,
302,HVDC-ADOPT-SEI-0009,5000684244,290-700-2410-022,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2024-11-19,2024-11-19,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-11-24,45620.0,,,2024-12-07,678.0,4.752,0,
303,HVDC-ADOPT-SIM-0020,SCT-19LT-PRC-PO-005,DXB00004297,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-16,2024-11-16,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-11-16,45612.0,,,2024-11-20,6439.0,36.756,0,
304,HVDC-ADOPT-SIM-0028-A,SCT-19LT-PRC-PO-005,DXB00004356,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-20,2024-11-20,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-11-22,45618.0,,,2024-11-28,13944.7,77.038,0,
305,HVDC-ADOPT-SIM-0028-B,SCT-19LT-PRC-PO-005,DXB00004462,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-27,2024-11-27,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-11-27,45623.0,,,2024-12-06,18925.0,185.042,0,
306,HVDC-ADOPT-SCT-0033,5000801116,157-37906632,Bansuk,Lighting and Small Power Sysytem,Vitoria-Gasteiz,Abu Dhabi Airport,A,2024-11-23,2024-11-23,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-25,45621.0,,,2024-11-26,82.0,0.72,0,
307,HVDC-ADOPT-SIM-0032,SCT-19LT-PRC-PO-005,DXB00004432,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-27,2024-11-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-27,45623.0,,,2024-12-05,19492.0,161.988,0,
308,HVDC-ADOPT-SIM-0033,SCT-19LT-PRC-PO-005,DXB00004444,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-11-27,2024-11-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-12-05,45631.0,,,2024-12-11,395.5,1.692,0,
309,HVDC-ADOPT-HE-0244,4572116646,6120015546,Hitachi,Main Converter,Malmoe,Abu Dhabi Airport,A,2024-11-29,2024-11-29,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-04,45630.0,,,2024-12-06,46.0,0.11,0,
310,HVDC-ADOPT-HE-0237,4572116646,2219672,Hitachi,Main Converter,Talinn,Abu Dhabi Airport,A,2024-12-03,2024-12-03,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-12-05,45631.0,,2024-12-09,2024-12-09,755.0,2.813,0,
311,HVDC-ADOPT-ZEN-0009,7772400288,FBLTAUH1124/00493,Fluid Pumps,nan,Tuticorin,Khalifa port,C,2024-12-01,2024-12-01,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-12-09,45635.0,,,2024-12-10,1045.7,3.23,0,
312,HVDC-ADOPT-SIM-0039,SCT-19LT-PRC-PO-005,DXB00004452,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-12-05,2024-12-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-07,45633.0,,,2024-12-17,19310.0,165.203,0,
313,HVDC-ADOPT-HE-0208,4572116646,2220642,Hitachi,Main Converter,Talinn,Abu Dhabi Airport,A,2024-12-03,2024-12-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-08,45634.0,,,2024-12-11,1180.0,6.902,0,
314,HVDC-ADOPT-HE-0208,4572116646,2220642,Hitachi,Main Converter,Talinn,Abu Dhabi Airport,A,2024-12-03,2024-12-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-09,45635.0,,,2024-12-11,655.0,nan,0,
315,HVDC-ADOPT-HE-0251,4572116646,2226014,Hitachi,Main Converter,Talinn,Abu Dhabi Airport,A,2024-12-09,2024-12-09,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-12-10,45636.0,,2024-12-11,2024-12-11,981.0,3.197,0,
316,HVDC-ADOPT-HE-0252,4572116646,1130113371,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2024-12-09,2024-12-09,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-10,45636.0,,,2024-12-11,13323.0,26.88,0,
317,HVDC-ADOPT-HE-0223,4572116646,1130113492,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2024-12-09,2024-12-09,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-10,45636.0,,,2024-12-11,9020.0,55.63,0,
318,HVDC-ADOPT-SIM-0038,SCT-19LT-PRC-PO-004,DXB00004489,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-12-09,2024-12-09,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-12-26,45652.0,,2025-01-18,2025-01-10,7128.45,29.853,0,
319,HVDC-ADOPT-SCT-0022,5000789074,290-700-2410-056,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-12-12,2024-12-12,Arrived,DAS/MIR,4,Port → WH → MOSB → Site,PASS,2024-12-12,45638.0,,2025-01-03,2025-01-03,136324.0,456.087,0,
320,HVDC-ADOPT-HE-0215,4572116646,GOT37000026,Hitachi,Main Converter,Itagui,Mina Zayed,B,2024-12-12,2024-12-12,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-12-12,45638.0,,2024-12-18,2024-12-14,484276.0,653.412,0,
321,HVDC-ADOPT-HE-0232,4572116646,GOT37000032,Hitachi,Main Converter,Itagui,Mina Zayed,B,2024-12-12,2024-12-12,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-12-12,45638.0,,,2024-12-18,2955.0,22.08,0,
322,HVDC-ADOPT-SEI-0014,5000684244,290-700-2411-033,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2024-12-11,2024-12-11,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2024-12-17,45643.0,,,2024-12-26,3221.0,21.144,0,
323,HVDC-ADOPT-ZEN-0010,7772400288,CCL202411AEAUH1385,Fluid Pumps,nan,Tuticorin,Khalifa port,C,2024-12-12,2024-12-12,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-12-16,45642.0,,,2024-12-17,1751.25,3.18,0,
324,HVDC-ADOPT-SCT-0025,5000789074,290-700-2411-001,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-12-14,2024-12-14,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-12-20,45646.0,,2025-01-02,2025-01-02,96114.0,273.179,0,
325,HVDC-ADOPT-SCT-0023,5000735555,290-700-2410-098,LS Cable,400kv Power Cable,Masan,Khalifa port,B,2024-12-15,2024-12-15,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2024-12-07,45633.0,,,2024-12-31,1287821.0,2376.013,0,
326,HVDC-ADOPT-ZEN-0011,53903,RSLHYDSE5844,JINDAL,nan,Nhava Sheva,Khalifa port,C,2024-12-15,2024-12-15,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-02,45659.0,,,2025-01-03,7846.0,6.653,0,
327,HVDC-ADOPT-ZEN-0005,7772440295,NAURDXB24110070,MASTICO,nan,Busan Port,Khalifa port,C,2024-12-18,2024-12-18,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-12-23,45649.0,,,2024-12-24,484.0,4.255,0,
328,HVDC-ADOPT-SCT-0011,5000799801,290-700-2411-030,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2024-12-19,2024-12-19,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-12-17,45643.0,,2024-12-26,2024-12-26,106087.0,135.482,0,
329,HVDC-ADOPT-SCT-0012,5000799801,290-700-2411-031,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2024-12-19,2024-12-19,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-17,45643.0,,,2025-01-07,97780.0,132.648,0,
330,HVDC-ADOPT-SCT-0024,5000771906,290-700-2410-099,Gastron,Gas Detection System,Busan Port,Khalifa port,C,2024-12-19,2024-12-19,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-12-20,45646.0,,2025-02-01,2024-12-26,1990.0,13.327,0,
331,HVDC-ADOPT-SCT-0026,5000802593,290-700-2411-032,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2024-12-19,2024-12-19,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-12-20,45646.0,,2025-01-15,2025-01-03,123460.0,190.292,0,
332,HVDC-ADOPT-SCT-0040,5001004422,LTKC24120238,Roxtec,Lighting&Small Power System,Shanghai,Abu Dhabi Airport,A,2024-12-19,2024-12-19,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2024-12-20,45646.0,,2024-12-25,2024-12-25,2768.0,6.089,0,
333,HVDC-ADOPT-SCT-0041,5001004422,SE24001825,Roxtec,Lighting&Small Power System,Malmoe,Abu Dhabi Airport,A,2024-12-20,2024-12-20,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2024-12-24,45650.0,,2024-12-25,2024-12-25,1675.0,3.974,0,
334,HVDC-ADOPT-HE-0234,4572116646,GOT36800200,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-12-22,2024-12-22,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-12-24,45650.0,,,2025-01-11,11830.0,59.81,0,
335,HVDC-ADOPT-SIM-0027,SCT-19LT-PRC-PO-005,DXB00004488,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-12-22,2024-12-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-26,45652.0,,,2024-12-28,12593.6,82.064,0,
336,HVDC-ADOPT-HE-0264,4572116646,1130113789,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2024-12-23,2024-12-23,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-12-24,45650.0,,,2024-12-27,8730.0,59.2,0,
337,HVDC-ADOPT-ZEN-0004,nan,HSHAUH2404475,YANGZHOU,nan,China,Khalifa port,C,2024-12-24,2024-12-24,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-16,171896.0,98.69,0,
338,HVDC-ADOPT-SEI-0013,5000684244,290-700-2411-121,Sumitomo,400kV HVDC Cable System,London,Khalifa port,C,2024-12-28,2024-12-28,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-03,45660.0,,,2025-01-14,25036.0,69.096,0,
339,HVDC-ADOPT-SCT-0030,5000799801,290-700-2411-098,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2024-12-31,2024-12-31,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-01-03,45660.0,,2025-01-17,2025-01-16,367431.0,450.764,0,
340,HVDC-ADOPT-HE-0258,4572116646,GOT36800219-001,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-26,5349.0,69.574,0,
341,HVDC-ADOPT-HE-0259,4572116646,GOT36800219-002,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-26,840.0,11.5,0,
342,HVDC-ADOPT-HE-0260,4572116646,GOT36800220-001,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-26,5349.0,69.572,0,
343,HVDC-ADOPT-HE-0261,4572116646,GOT36800220-002,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-26,840.0,11.47,0,
344,HVDC-ADOPT-HE-0262,4572116646,GOT36800221-001,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-17,7134.0,45.292,0,
345,HVDC-ADOPT-HE-0263,4572116646,GOT36800221-002,Hitachi,Main Converter,Nhava Sheva,Khalifa port,C,2025-01-02,2025-01-02,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-17,1050.0,7.166,0,
346,HVDC-ADOPT-SIM-0035,SCT-19LT-PRC-PO-004,DXB00004555,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-01-07,45664.0,,,2025-01-20,24667.7,230.254,0,
347,HVDC-ADOPT-SIM-0043,SCT-19LT-PRC-PO-004,DXB00004565,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-13,45670.0,,,2024-01-29,3303.0,40.584,0,
348,HVDC-ADOPT-SIM-0045,SCT-19LT-PRC-PO-004,DXB00004583,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-07,45664.0,,,2025-01-31,19449.8,158.431,0,
349,HVDC-ADOPT-SIM-0041,SCT-19LT-PRC-PO-004,DXB00004584,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-21,45678.0,2025-02-07,,2025-02-07,10120.9,25.107,0,
350,HVDC-ADOPT-SIM-0029,SCT-19LT-PRC-PO-004,17413381A,Siemens,400kV and 132kV New Converter GIS,Antwerp,Khalifa port,C,2025-01-04,2025-01-04,Arrived,SHU/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-14,45671.0,,2025-02-01,2025-01-29,6146.0,nan,0,
351,HVDC-ADOPT-SIM-0034,SCT-19LT-PRC-PO-005,17413381,Siemens,400kV and 132kV New Converter GIS,Antwerp,Khalifa port,C,2025-01-04,2025-01-04,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-14,45671.0,,,2025-01-21,376.0,nan,0,
352,HVDC-ADOPT-ZEN-0012,7772400288,757114000000,Fluid Pumps,nan,Tuticorin,Khalifa port,C,2025-01-07,2025-01-07,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-10,45667.0,,,2025-01-13,1766.55,3.12,0,
353,HVDC-ADOPT-SCT-0031,5000789074,290-700-2411-146,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-01-09,2025-01-09,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,2025-01-31,2025-01-27,87281.0,315.072,0,
354,HVDC-ADOPT-SCT-0032,5001003776,290-700-2411-147,Sangdong,Earthing & Lightning Protection Material,Busan Port,Khalifa port,C,2025-01-09,2025-01-09,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,2025-01-31,1900-07-23,89430.0,97.864,0,
355,HVDC-ADOPT-SCT-0036,5000761612,290-700-2411-148,"ESAK CO., Ltd",Field Instrument,Busan Port,Khalifa port,C,2025-01-09,2025-01-09,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-17,45674.0,,2025-01-28,2025-01-28,1080.0,8.93,0,
356,HVDC-ADOPT-SEI-0018,5000684244,UCI-10052402,Sumitomo,400kV HVDC Cable System,Osaka,Khalifa port,A,2025-01-10,2025-01-10,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-13,45670.0,,,2025-01-27,55.0,0.57,0,
357,HVDC-ADOPT-ZEN-0015,7772400288,CSX24COKAUH065662,Fluid Pumps,nan,Cochin,Khalifa port,C,2025-01-10,2025-01-10,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-01-15,45672.0,,,2025-01-16,9503.12,17.15,0,
358,HVDC-ADOPT-SCT-0044,5000789074,DGOS2501006,TaeHwa,Cable Tray System,Incheon,Abu Dhabi Airport,A,2025-01-12,2025-01-12,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-16,45673.0,,2025-01-17,2024-02-18,5797.0,5.505,0,
359,HVDC-ADOPT-SCT-0035,5000802593,290-700-2412-016,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2025-01-18,2025-01-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-23,45680.0,,2025-01-31,2025-01-31,16745.0,35.406,0,
360,HVDC-ADOPT-SCT-0034,5000799801,290-700-2412-029,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-01-19,2025-01-19,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-23,45680.0,,2025-01-29,2025-01-29,47722.0,106.893,0,
361,HVDC-ADOPT-SCT-0028,5000801116,290-700-2412-027,Bansuk,Lighting and Small Power Sysytem,Barcelona,Khalifa port,C,2025-01-24,2025-01-24,Arrived,DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-01-24,45681.0,,2025-01-29,2025-01-29,314.0,3.292,0,
362,HVDC-ADOPT-SIM-0036-A,SCT-19LT-PRC-PO-004,DXB00004612,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-24,2025-01-24,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-27,45684.0,,2025-07-19,2025-02-05,94202.0,649.105,0,
363,HVDC-ADOPT-SIM-0036-B,SCT-19LT-PRC-PO-004,DXB00004612,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-24,2025-01-24,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-27,45684.0,,2025-07-19,2025-02-05,68085.0,357.232,0,
364,HVDC-ADOPT-SIM-0037-A,SCT-19LT-PRC-PO-004,DXB00004613,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-24,2025-01-24,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-27,45684.0,,2025-07-29,2025-02-05,58806.4,388.821,0,
365,HVDC-ADOPT-SIM-0037-B,SCT-19LT-PRC-PO-004,DXB00004613,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-01-24,2025-01-24,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-27,45684.0,,2025-07-29,2025-02-05,9742.0,66.056,0,
366,HVDC-ADOPT-SEI-0019,5000684244,EPIRIDTSJK205053,Sumitomo,400kV HVDC Cable System,Jakarta,Khalifa port,C,2025-01-24,2025-01-24,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-02-03,45691.0,,,2025-02-08,1518.0,3.742,0,
367,HVDC-ADOPT-SCT-0046,5000801116,176-02272815,Bansuk,Lighting and Small Power Sysytem,China,Abu Dhabi Airport,A,2025-01-26,2025-01-26,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-27,45684.0,,,2025-01-30,62.0,0.312,0,
368,HVDC-ADOPT-HE-0238,4572116646,GOT37000033,Hitachi,Main Converter,Gothenburg,Khalifa port,B,2025-01-27,2025-01-27,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-01,37994.0,224.8,0,
369,HVDC-ADOPT-HE-0239,4572116646,GOT37000034,Hitachi,Main Converter,Gothenburg,Khalifa port,B,2025-01-27,2025-01-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-01,36724.0,224.7,0,
370,HVDC-ADOPT-HE-0243,4572116646,GOT36800210,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-15,130.0,0.78,0,
371,HVDC-ADOPT-HE-0253,4572116646,GOT36800216,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-15,6910.0,35.584,0,
372,HVDC-ADOPT-HE-0254,4572116646,GOT36800215-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-15,20665.0,72.29,0,
373,HVDC-ADOPT-HE-0255,4572116646,GOT36800215-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-15,170.0,0.7,0,
374,HVDC-ADOPT-HE-0256,4572116646,GOT36800217-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,2025-06-13,2025-02-06,18020.0,63.975,0,
375,HVDC-ADOPT-HE-0257,4572116646,GOT36800217-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-28,2025-01-28,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,,2025-02-06,110.0,0.453,0,
376,HVDC-ADOPT-SCT-0037,5000799801,290-700-2412-028,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-01-29,2025-01-29,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-01-30,45687.0,,2025-02-10,2025-02-10,73346.0,90.677,0,
377,HVDC-ADOPT-SCT-0029,SCT-19LT-PJC-PO-019,290-700-2411-157,Xinxiang,Bulk Bag discharger Equipment,Shanghai,Khalifa port,C,2025-01-29,2025-01-29,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-31,45688.0,,2025-02-06,2025-02-06,3980.0,37.373,0,
378,HVDC-ADOPT-ZEN-0013,7772440296,607-37275582,SCHRACK SECONET,nan,Viena,Abu Dhabi Airport,A,2025-01-30,2025-01-30,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-02-03,45691.0,,,2025-02-05,238.0,1.824,0,
379,HVDC-ADOPT-HE-0290,4572116646,HE675726,Hitachi,Main Converter,England,Abu Dhabi Airport,A,2025-02-04,2025-02-04,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-02-04,45692.0,,,2025-02-06,1135.0,1.739,0,
380,HVDC-ADOPT-SEI-0017-03,5000684244,ASI-2000 8423,Sumitomo,400kV HVDC Cable System,Osaka,Abu Dhabi Airport,A,2025-02-05,2025-02-05,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-02-05,45693.0,,,2025-02-08,28.0,0.142,0,
381,HVDC-ADOPT-HE-0233,4572116646,GOT36800201,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-01-28,45685.0,,,2025-02-14,10554.0,130.436,0,
382,HVDC-ADOPT-HE-0236,4572116646,GOT36800203,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-01-03,2025-01-03,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-01-28,45685.0,,2025-05-26,2025-02-14,4800.0,34.278,0,
383,HVDC-ADOPT-SCT-0048,5000761114,DGOS2501022,Dong Yang,Cathodic Protection,Incheon,Abu Dhabi Airport,A,2025-02-06,2025-02-06,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-02-07,45695.0,,2025-02-10,2025-02-10,912.0,2.028,0,
384,HVDC-ADOPT-SEI-0017-01,5000684244,290-700-2412-028,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2025-01-29,2025-01-29,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-02-10,45698.0,,,2025-02-20,11014.0,74.89,0,
